site           roi   direction          sf
22.0          76.0       150.0      3.5168
22.0          77.0       150.0      3.5716
22.0          78.0       180.0      1.9222
22.0          79.0       150.0      3.9807
22.0          80.0       150.0      3.2046
22.0          81.0       150.0      3.6274
22.0          82.0       150.0       3.684
22.0          83.0       330.0      2.7026
22.0          84.0       150.0      3.3055
22.0          85.0       150.0      3.5168
22.0          86.0        30.0      2.9202
22.0          87.0       180.0      3.6274
22.0          88.0       150.0      3.3571
22.0          89.0       120.0      2.8312
22.0          90.0       150.0      3.3055
22.0          91.0       150.0      3.6274
22.0          92.0        60.0      1.9222
22.0          93.0       150.0      3.3055
22.0          94.0       150.0      3.9195
22.0          95.0        60.0      3.3571
22.0          96.0       150.0      4.9446
22.0          97.0        60.0      1.9522
22.0          98.0       150.0      3.6274
22.0          99.0        60.0       3.684
22.0         100.0        90.0      1.8635
22.0         101.0        90.0      1.9826
22.0         102.0       180.0      3.4627
22.0         103.0       240.0      2.1757
22.0         104.0       150.0      3.7415
22.0         105.0       120.0      2.3876
22.0         106.0       240.0      2.3148
22.0         107.0       120.0      3.2547
22.0         108.0        60.0      3.7999
22.0         109.0       150.0      3.4627
22.0         110.0         0.0      2.3876
22.0         111.0       240.0      2.3148
22.0         112.0        60.0      3.7415
22.0         113.0       120.0      3.8593
22.0         114.0        90.0      2.7026
22.0         115.0        60.0      1.9222
22.0         116.0       120.0      4.4366
22.0         117.0       150.0      3.4627
22.0         118.0        60.0      3.7415
22.0         119.0        60.0      1.8349
22.0         120.0       240.0      2.7026
22.0         121.0       180.0      2.9202
22.0         122.0        60.0      1.8635
22.0         123.0       180.0      3.0121
22.0         124.0       120.0      4.0428
22.0         125.0       300.0      4.2351
22.0         126.0       330.0      2.6202
22.0         127.0       120.0      3.0121
22.0         128.0         0.0      2.5403
22.0         129.0       180.0      2.7448
22.0         130.0        60.0      3.7999
22.0         131.0       300.0      1.9522
22.0         132.0       150.0      3.8593
22.0         133.0       270.0      2.1757
22.0         134.0       240.0      2.5799
22.0         135.0       120.0      1.8067
22.0         136.0       180.0      3.1554
22.0         137.0       150.0      3.5716
22.0         138.0         0.0      2.1423
22.0         139.0       120.0      1.5716
22.0         140.0        60.0      3.6274
22.0         141.0        60.0      3.7999
22.0         142.0        60.0       3.684
22.0         143.0        60.0      0.9574
22.0         144.0       270.0      3.7415
22.0         145.0        60.0      3.8593
22.0         146.0         0.0      2.5403
22.0         147.0       120.0      2.6202
22.0         148.0         0.0      2.7448
22.0         149.0         0.0      2.7026
22.0         150.0        60.0      3.7999
22.0         151.0       120.0      1.9222
22.0         152.0       120.0      3.1554
22.0         153.0       270.0      3.5716
22.0         154.0       240.0      4.1059
22.0         155.0         0.0      2.8754
22.0         156.0       270.0      2.6611
22.0         157.0       270.0      3.2547
22.0         158.0       270.0      2.7448
22.0         159.0        60.0       3.684
22.0         160.0         0.0      4.5761
22.0         161.0        60.0      3.7999
22.0         162.0        60.0      4.0428
22.0         163.0       300.0      3.3571
22.0         164.0        60.0      3.7999
22.0         165.0        60.0      1.8067
22.0         166.0       270.0      3.5716
22.0         167.0        60.0      3.7999
22.0         168.0       240.0      2.6611
22.0         169.0       270.0      2.6611
22.0         170.0         0.0      2.6202
22.0         171.0       240.0      2.8312
22.0         172.0       270.0      3.3055
22.0         173.0       270.0      3.0591
22.0         174.0       300.0      2.7876
22.0         175.0       240.0      2.4628
22.0         176.0       240.0      2.9658
22.0         177.0       270.0      3.0591
22.0         178.0       270.0      2.7448
22.0         179.0       300.0      2.6202
22.0         180.0        60.0      3.7415
24.0           0.0       120.0       3.684
24.0           1.0       180.0      3.5168
24.0           2.0       300.0      2.7876
24.0           3.0       330.0      3.6274
24.0           4.0       120.0      3.7999
24.0           5.0        60.0      1.8635
24.0           6.0       180.0      3.5716
24.0           7.0       210.0      2.5799
24.0           8.0       240.0       2.045
24.0           9.0       270.0      1.9826
24.0          10.0       300.0      2.3509
24.0          11.0       330.0      3.5716
24.0          12.0       180.0      3.6274
24.0          13.0        30.0       3.684
24.0          14.0       240.0      1.8635
24.0          15.0       270.0      1.8349
24.0          16.0       210.0      4.8686
24.0          17.0        90.0      1.8067
24.0          18.0       300.0      2.1423
24.0          19.0       210.0      2.5403
24.0          20.0       210.0      2.6611
24.0          21.0       300.0      2.1094
24.0          22.0       300.0      2.3509
24.0          23.0       180.0       3.684
24.0          24.0       180.0      1.2458
24.0          25.0       210.0      7.8694
24.0          26.0       180.0      3.5168
24.0          27.0         0.0      3.1069
24.0          28.0       300.0      2.4758
24.0          29.0         0.0       3.684
24.0          30.0       180.0      3.5168
24.0          31.0       210.0      2.6202
24.0          32.0        30.0      2.7026
24.0          33.0       150.0       1.305
24.0          34.0       300.0      1.9222
24.0          35.0        30.0      3.5716
24.0          36.0        30.0      2.7448
24.0          37.0         0.0      4.3684
24.0          38.0       150.0      3.2046
24.0          39.0       180.0      3.6274
24.0          40.0         0.0      4.4366
24.0          41.0        30.0      3.4627
24.0          42.0       180.0      3.6274
24.0          43.0       330.0      3.1554
24.0          44.0       330.0      3.1069
24.0          45.0         0.0      1.6982
24.0          46.0       180.0      1.7516
24.0          47.0       180.0      0.9427
24.0          48.0       180.0       3.684
24.0          49.0       210.0      2.9658
24.0          50.0         0.0       1.305
24.0          51.0       210.0      2.5403
24.0          52.0       330.0      2.0136
24.0          53.0        30.0      3.5716
24.0          54.0        30.0      3.5168
24.0          55.0       210.0      2.5799
24.0          56.0       180.0      3.6274
24.0          57.0         0.0      3.7999
24.0          58.0         0.0      4.7201
24.0          59.0        30.0      3.4627
24.0          60.0       180.0      3.5168
24.0          61.0       180.0      3.6274
24.0          62.0        30.0       3.684
24.0          63.0        60.0      2.7026
24.0          64.0       330.0      2.9658
24.0          65.0        30.0      3.1554
24.0          66.0         0.0      5.1798
24.0          67.0       150.0      4.5761
24.0          68.0       330.0      1.9522
24.0          69.0         0.0       2.077
24.0          70.0        30.0      3.5168
24.0          71.0       210.0      2.6611
24.0          72.0       330.0      2.3148
24.0          73.0       210.0      2.5403
24.0          74.0       180.0      3.3571
24.0          75.0       180.0      3.5716
24.0          76.0       180.0      3.5168
24.0          77.0       210.0      2.5403
24.0          78.0       180.0      3.6274
24.0          79.0       330.0      3.5716
24.0          80.0       150.0      4.8686
24.0          81.0       330.0      2.7448
24.0          82.0        30.0      3.4095
24.0          83.0       330.0      3.9195
24.0          84.0       330.0      3.2547
24.0          85.0       330.0      2.0136
24.0          86.0         0.0      5.0218
24.0          87.0         0.0      2.7448
24.0          88.0         0.0      4.5761
24.0          89.0       180.0      3.7415
24.0          90.0       150.0      5.8631
24.0          91.0         0.0       10.24
24.0          92.0       150.0      3.1554
24.0          93.0         0.0      4.5058
24.0          94.0       330.0      7.9923
24.0          95.0       330.0      3.3571
24.0          96.0        30.0      3.7415
24.0          97.0       330.0      3.4627
24.0          98.0       330.0      8.3724
24.0          99.0        60.0      2.9658
24.0         100.0       330.0      8.2437
24.0         101.0        30.0      3.4095
24.0         102.0       330.0      8.6358
24.0         103.0       150.0       10.24
24.0         104.0       150.0       10.24
24.0         105.0         0.0      5.1798
24.0         106.0        60.0      3.4095
24.0         107.0       180.0       3.684
24.0         108.0       330.0      3.3571
24.0         109.0        60.0      3.2046
24.0         110.0        30.0      3.0591
24.0         111.0       330.0      9.3312
24.0         112.0       150.0       10.24
24.0         113.0       120.0      3.9195
24.0         114.0        30.0      3.7415
24.0         115.0       240.0      2.6611
24.0         116.0       180.0       10.24
24.0         117.0       120.0      3.4095
24.0         118.0       180.0       10.24
24.0         119.0       240.0      4.3012
24.0         120.0       120.0      3.6274
24.0         121.0        90.0      2.9202
24.0         122.0       150.0       10.24
24.0         123.0       270.0      1.8349
24.0         124.0       180.0       10.24
24.0         125.0       240.0      4.7938
24.0         126.0       210.0      3.1069
24.0         127.0       210.0        0.64
24.0         128.0       270.0      3.5716
24.0         129.0       240.0      5.1002
24.0         130.0       300.0      2.5403
24.0         131.0        30.0      3.5168
24.0         132.0       270.0      4.8686
24.0         133.0       240.0      4.7938
24.0         134.0       180.0       10.24
24.0         135.0       270.0      3.4095
24.0         136.0       210.0       10.24
24.0         137.0       180.0       10.24
24.0         138.0       210.0       10.24
24.0         139.0       240.0      4.4366
24.0         140.0        90.0      7.9923
24.0         141.0       240.0      5.0218
24.0         142.0       240.0      4.6476
24.0         143.0        60.0      4.5761
24.0         144.0       270.0      2.7448
24.0         145.0       240.0      5.1798
24.0         146.0       150.0       10.24
24.0         147.0       180.0       10.24
24.0         148.0       240.0      4.8686
24.0         149.0       210.0       10.24
24.0         150.0         0.0      3.1069
24.0         151.0       150.0      3.9195
24.0         152.0       150.0      3.8593
24.0         153.0        30.0      7.9923
24.0         154.0        90.0       8.117
24.0         155.0         0.0       10.24
24.0         156.0       150.0      6.6366
24.0         157.0       120.0      7.3966
25.0           0.0       300.0      1.9826
25.0           1.0         0.0      4.3012
25.0           2.0         0.0      4.5761
25.0           3.0       300.0      2.9202
25.0           4.0       120.0      3.8593
25.0           5.0       330.0      3.7415
25.0           6.0       330.0      2.7448
25.0           7.0       300.0      2.7448
25.0           8.0       300.0      3.1554
25.0           9.0       210.0      2.6202
25.0          10.0       300.0      2.7026
25.0          11.0       240.0      2.5799
25.0          12.0       300.0      2.5799
25.0          13.0       120.0        0.64
25.0          14.0       300.0      2.1757
25.0          15.0       300.0      2.7026
25.0          16.0       240.0      1.1709
25.0          17.0       120.0      2.0136
25.0          18.0       240.0      1.0345
25.0          19.0        30.0      7.6294
25.0          20.0        30.0      3.6274
25.0          21.0       180.0      3.5168
25.0          22.0       210.0      1.9222
25.0          23.0        30.0      2.9202
25.0          24.0       330.0      1.3254
25.0          25.0       150.0       10.24
25.0          26.0        30.0      3.7415
25.0          27.0       210.0      3.7415
25.0          28.0       210.0       3.684
25.0          29.0       210.0       3.684
25.0          30.0       300.0      2.8312
25.0          31.0       150.0      3.1069
25.0          32.0        30.0      0.9139
25.0          33.0       300.0        0.64
25.0          34.0       210.0      3.7415
25.0          35.0       240.0      0.8999
25.0          36.0       150.0      0.8458
25.0          37.0        30.0      2.7876
25.0          38.0        30.0      3.6274
25.0          39.0        30.0      3.5716
25.0          40.0        30.0      3.5716
25.0          41.0        90.0      1.2652
25.0          42.0        30.0      1.3884
25.0          43.0        30.0      3.7415
25.0          44.0         0.0      2.8312
25.0          45.0        30.0       3.684
25.0          46.0         0.0      2.7026
25.0          47.0       330.0      1.0029
25.0          48.0       180.0      3.7415
25.0          49.0        30.0      3.5716
25.0          50.0       210.0      1.8067
25.0          51.0        30.0      3.6274
25.0          52.0       180.0      3.6274
25.0          53.0       330.0       3.684
25.0          54.0       240.0      2.6202
25.0          55.0        30.0      3.6274
25.0          56.0       330.0      2.8312
25.0          57.0       330.0      3.3055
25.0          58.0        30.0       3.684
25.0          59.0         0.0      3.7415
25.0          60.0       330.0      2.3876
25.0          61.0       180.0      1.3671
25.0          62.0       150.0      3.7415
25.0          63.0       210.0      5.1798
25.0          64.0       150.0      3.4627
25.0          65.0         0.0      3.2547
25.0          66.0         0.0      3.7415
25.0          67.0       180.0      3.8593
25.0          68.0       180.0      3.4627
25.0          69.0       150.0      4.9446
25.0          70.0       150.0      5.1798
25.0          71.0        30.0      3.7999
25.0          72.0       330.0      3.5716
25.0          73.0       330.0      3.7415
25.0          74.0        30.0      3.7999
25.0          75.0        30.0       3.684
25.0          76.0       210.0      5.1002
25.0          77.0       180.0      3.7999
25.0          78.0       330.0      3.8593
25.0          79.0         0.0      4.7938
25.0          80.0        30.0      3.7999
25.0          81.0       150.0       10.24
25.0          82.0       150.0       10.24
25.0          83.0        30.0      3.7415
25.0          84.0       330.0       7.283
25.0          85.0       330.0      3.9807
25.0          86.0       150.0       10.24
25.0          87.0        30.0      3.7415
25.0          88.0        30.0      2.5799
25.0          89.0       330.0      3.4095
25.0          90.0       210.0      4.7201
25.0          91.0       150.0      8.2437
25.0          92.0         0.0      5.2607
25.0          93.0         0.0      5.1798
25.0          94.0       150.0       10.24
25.0          95.0       180.0       10.24
25.0          96.0       180.0        4.17
25.0          97.0       180.0        4.17
25.0          98.0       120.0      2.3148
25.0          99.0        30.0      3.3055
25.0         100.0       210.0      4.8686
25.0         101.0       330.0      3.9195
25.0         102.0       150.0       10.24
25.0         103.0       180.0      3.9807
25.0         104.0        30.0      4.5058
25.0         105.0       150.0       10.24
25.0         106.0       180.0      3.6274
25.0         107.0        30.0      5.2607
25.0         108.0       150.0       10.24
25.0         109.0        30.0      3.7415
25.0         110.0       270.0      3.4095
25.0         111.0       120.0      3.7415
25.0         112.0       300.0       7.283
25.0         113.0       270.0      3.9195
25.0         114.0       120.0       10.24
25.0         115.0       330.0       10.24
25.0         116.0       270.0       3.684
25.0         117.0       150.0       10.24
25.0         118.0       240.0      1.9222
25.0         119.0       150.0       10.24
25.0         120.0       150.0       10.24
25.0         121.0       150.0       10.24
25.0         122.0       210.0      4.9446
25.0         123.0       270.0      3.6274
25.0         124.0       330.0      3.5168
25.0         125.0        60.0      5.1002
25.0         126.0       240.0      3.4627
25.0         127.0        60.0      4.3684
25.0         128.0       240.0      4.0428
25.0         129.0        60.0      4.2351
25.0         130.0       150.0       10.24
25.0         131.0        60.0      2.5012
25.0         132.0       150.0       10.24
25.0         133.0       270.0       10.24
25.0         134.0       210.0      1.3461
25.0         135.0       150.0       10.24
25.0         136.0       240.0       7.283
25.0         137.0       240.0      3.5168
25.0         138.0       240.0      8.6358
25.0         139.0       150.0       10.24
25.0         140.0        30.0       10.24
25.0         141.0        60.0      4.2351
25.0         142.0       240.0       7.283
26.0           0.0       330.0      5.1798
26.0           1.0       300.0      2.7448
26.0           2.0         0.0      4.1059
26.0           3.0       120.0      3.4627
26.0           4.0       120.0      4.3684
26.0           5.0       300.0      4.3012
26.0           6.0         0.0      4.7201
26.0           7.0       120.0      3.5168
26.0           8.0       240.0      3.5168
26.0           9.0       300.0        0.64
26.0          10.0       330.0      5.1002
26.0          11.0       210.0      1.7516
26.0          12.0        30.0      3.4627
26.0          13.0       300.0      1.9522
26.0          14.0         0.0      5.0218
26.0          15.0       240.0      3.4095
26.0          16.0       210.0      1.9826
26.0          17.0        30.0      1.4772
26.0          18.0        30.0      1.3254
26.0          19.0       150.0      1.4545
26.0          20.0       210.0       3.684
26.0          21.0         0.0      5.1798
26.0          22.0        30.0      1.4772
26.0          23.0       330.0      1.8926
26.0          24.0       210.0      3.5716
26.0          25.0       210.0      3.7415
26.0          26.0       210.0      3.7415
26.0          27.0       330.0      2.8312
26.0          28.0       210.0       3.684
26.0          29.0       210.0      3.6274
26.0          30.0        30.0      1.2458
26.0          31.0       150.0      1.5961
26.0          32.0       210.0      3.7415
26.0          33.0       150.0      3.7999
26.0          34.0       150.0      2.1423
26.0          35.0        30.0      1.4321
26.0          36.0       150.0      1.5237
26.0          37.0        30.0       1.285
26.0          38.0       210.0      3.6274
26.0          39.0        60.0      3.1069
26.0          40.0       180.0      3.5716
26.0          41.0        30.0       3.684
26.0          42.0       210.0      1.8349
26.0          43.0       330.0      2.7026
26.0          44.0       210.0      3.7415
26.0          45.0       150.0      1.8926
26.0          46.0         0.0      2.9658
26.0          47.0       210.0      1.8635
26.0          48.0         0.0       10.24
26.0          49.0       210.0      3.7415
26.0          50.0       210.0      1.7789
26.0          51.0       210.0      1.8926
26.0          52.0         0.0      3.0121
26.0          53.0       330.0      2.3509
26.0          54.0       210.0      4.0428
26.0          55.0       210.0      3.6274
26.0          56.0         0.0      4.7938
26.0          57.0       150.0      3.4095
26.0          58.0       330.0      2.2097
26.0          59.0       330.0      5.1002
26.0          60.0        30.0      3.8593
26.0          61.0       150.0      1.3254
26.0          62.0       150.0      2.3509
26.0          63.0       330.0      2.6611
26.0          64.0       210.0      3.4627
26.0          65.0         0.0      4.7201
26.0          66.0       330.0      5.2607
26.0          67.0       150.0      3.6274
26.0          68.0       330.0      5.3428
26.0          69.0       150.0      3.5168
26.0          70.0       210.0      3.6274
26.0          71.0       180.0      4.7201
26.0          72.0       120.0      4.7938
26.0          73.0       120.0      4.3012
26.0          74.0       150.0       3.684
26.0          75.0       210.0       3.684
26.0          76.0       330.0      5.5109
26.0          77.0       330.0       6.142
26.0          78.0       330.0      5.5109
26.0          79.0       330.0      5.2607
26.0          80.0       210.0      3.7999
26.0          81.0       330.0      5.5109
26.0          82.0       210.0      3.3571
26.0          83.0       210.0      5.1798
26.0          84.0       330.0      5.5109
26.0          85.0       330.0       10.24
26.0          86.0       180.0      7.3966
26.0          87.0         0.0       10.24
26.0          88.0         0.0      1.9222
26.0          89.0       180.0      7.6294
26.0          90.0       150.0      1.7516
26.0          91.0       330.0       10.24
26.0          92.0        30.0        4.17
26.0          93.0       210.0      3.4095
26.0          94.0         0.0       10.24
26.0          95.0       330.0      5.3428
26.0          96.0       180.0       7.171
26.0          97.0       240.0      5.4262
26.0          98.0       180.0      8.3724
26.0          99.0       210.0      2.3876
26.0         100.0         0.0       10.24
26.0         101.0       180.0      3.9195
26.0         102.0        30.0      3.0121
26.0         103.0       330.0       10.24
26.0         104.0       150.0       10.24
26.0         105.0       180.0      7.5121
26.0         106.0       330.0       10.24
26.0         107.0        90.0      2.7026
26.0         108.0       240.0      5.0218
26.0         109.0       210.0       3.684
26.0         110.0       240.0      5.2607
26.0         111.0       330.0       10.24
26.0         112.0       300.0      5.1002
26.0         113.0       330.0       10.24
26.0         114.0       330.0      5.2607
26.0         115.0       240.0      4.3012
26.0         116.0       330.0      6.3353
26.0         117.0        60.0      2.0136
26.0         118.0       240.0      5.0218
26.0         119.0       300.0       10.24
26.0         120.0       180.0      3.7999
26.0         121.0       240.0      4.5761
26.0         122.0       240.0        4.17
26.0         123.0       240.0      4.9446
26.0         124.0       300.0       10.24
26.0         125.0        60.0      2.7448
26.0         126.0       270.0       10.24
26.0         127.0        60.0      2.9658
26.0         128.0       330.0       10.24
26.0         129.0       330.0       10.24
26.0         130.0        60.0      3.6274
26.0         131.0       180.0      9.6248
26.0         132.0       240.0      4.5058
26.0         133.0       270.0       10.24
26.0         134.0       240.0      2.6611
26.0         135.0       330.0      5.5109
26.0         136.0        60.0      7.6294
26.0         137.0        60.0      7.6294
26.0         138.0        60.0      7.5121
26.0         139.0        60.0      7.3966
26.0         140.0        60.0      7.5121
26.0         141.0        90.0        0.64
27.0           0.0       240.0      2.6611
27.0           1.0       300.0      2.7876
27.0           2.0       330.0       3.684
27.0           3.0       240.0      2.5403
27.0           4.0       120.0      4.2351
27.0           5.0       300.0      3.3571
27.0           6.0       300.0      2.8312
27.0           7.0       120.0      1.6982
27.0           8.0       330.0      3.6274
27.0           9.0       330.0       3.684
27.0          10.0       300.0        0.64
27.0          11.0       240.0      2.8312
27.0          12.0         0.0       3.684
27.0          13.0       210.0      1.7789
27.0          14.0       300.0      1.9522
27.0          15.0        30.0       3.684
27.0          16.0        30.0      3.5716
27.0          17.0        30.0      7.7485
27.0          18.0       210.0      0.9139
27.0          19.0       210.0      0.9723
27.0          20.0       150.0      5.1002
27.0          21.0       210.0      4.7201
27.0          22.0       210.0      0.8999
27.0          23.0       210.0      3.3571
27.0          24.0       180.0       3.684
27.0          25.0       210.0      4.7938
27.0          26.0       150.0       2.045
27.0          27.0         0.0      1.5716
27.0          28.0        30.0      0.9282
27.0          29.0        30.0      3.5168
27.0          30.0       210.0      2.6202
27.0          31.0       180.0      3.1554
27.0          32.0        30.0      3.4095
27.0          33.0        30.0      1.9826
27.0          34.0        30.0      1.8926
27.0          35.0       180.0      0.9139
27.0          36.0       210.0      4.9446
27.0          37.0        30.0      3.6274
27.0          38.0        30.0       3.684
27.0          39.0       150.0      6.8454
27.0          40.0       210.0      3.8593
27.0          41.0         0.0      5.1002
27.0          42.0       150.0      1.9826
27.0          43.0       180.0      3.6274
27.0          44.0        30.0      3.3055
27.0          45.0       150.0      5.1798
27.0          46.0         0.0      4.7201
27.0          47.0       210.0      4.8686
27.0          48.0         0.0       3.684
27.0          49.0       180.0      3.6274
27.0          50.0        30.0      3.4627
27.0          51.0       150.0      5.1002
27.0          52.0        30.0      3.5716
27.0          53.0         0.0       10.24
27.0          54.0         0.0      4.5058
27.0          55.0       180.0      4.2351
27.0          56.0       330.0      5.2607
27.0          57.0       150.0      5.2607
27.0          58.0         0.0      5.2607
27.0          59.0       210.0      5.0218
27.0          60.0       180.0       10.24
27.0          61.0       150.0      5.5969
27.0          62.0       150.0      5.2607
27.0          63.0       210.0      5.1002
27.0          64.0       150.0      5.3428
27.0          65.0         0.0      5.1002
27.0          66.0       210.0      4.6476
27.0          67.0       210.0      5.1798
27.0          68.0        30.0      3.5168
27.0          69.0       150.0      5.9547
27.0          70.0         0.0      4.7938
27.0          71.0         0.0      5.1798
27.0          72.0       330.0       8.117
27.0          73.0       210.0      5.1002
27.0          74.0        30.0      2.2442
27.0          75.0       210.0      4.6476
27.0          76.0       210.0      5.1798
27.0          77.0       150.0       10.24
27.0          78.0       150.0      7.7485
27.0          79.0        30.0      5.1002
27.0          80.0       210.0      3.9195
27.0          81.0         0.0       10.24
27.0          82.0       120.0      6.0476
27.0          83.0        30.0      3.5168
27.0          84.0       150.0       10.24
27.0          85.0       150.0       6.142
27.0          86.0       150.0       10.24
27.0          87.0       210.0      4.7938
27.0          88.0       240.0      3.2046
27.0          89.0       240.0      4.8686
27.0          90.0       210.0      4.5761
27.0          91.0        60.0      7.7485
27.0          92.0       210.0      4.6476
27.0          93.0        90.0      2.6202
27.0          94.0       330.0       10.24
27.0          95.0         0.0       10.24
27.0          96.0       240.0      3.3055
27.0          97.0       240.0      4.7938
27.0          98.0        60.0      7.7485
27.0          99.0       300.0        0.64
27.0         100.0       150.0       7.283
27.0         101.0       240.0      4.8686
27.0         102.0         0.0       10.24
27.0         103.0         0.0       10.24
27.0         104.0       180.0       10.24
27.0         105.0       180.0       10.24
27.0         106.0       240.0      4.5058
27.0         107.0        30.0       3.684
27.0         108.0       240.0      4.8686
27.0         109.0       270.0      8.2437
27.0         110.0        90.0      2.9202
27.0         111.0       240.0      2.7448
27.0         112.0       240.0      5.0218
27.0         113.0       330.0       7.171
27.0         114.0        60.0      7.6294
27.0         115.0         0.0       10.24
27.0         116.0       210.0       10.24
27.0         117.0       180.0       10.24
27.0         118.0        60.0      7.8694
27.0         119.0       180.0       10.24
27.0         120.0       240.0      4.7938
27.0         121.0       240.0      5.0218
27.0         122.0        60.0      7.9923
27.0         123.0       180.0       7.283
27.0         124.0         0.0        0.64
27.0         125.0        60.0      7.7485
27.0         126.0       240.0      5.1798
28.0           0.0       240.0      3.7415
28.0           1.0       240.0      3.0591
28.0           2.0       330.0      5.6843
28.0           3.0       150.0      3.5716
28.0           4.0         0.0      5.3428
28.0           5.0       180.0      3.7415
28.0           6.0       180.0      3.9195
28.0           7.0       330.0      2.6202
28.0           8.0       240.0      2.7026
28.0           9.0       330.0      2.7876
28.0          10.0       330.0      5.2607
28.0          11.0       270.0      1.9522
28.0          12.0       180.0      5.5969
28.0          13.0       150.0      3.9195
28.0          14.0       180.0      5.5109
28.0          15.0       210.0      5.2607
28.0          16.0       240.0      2.8312
28.0          17.0       210.0      3.6274
28.0          18.0       240.0      4.6476
28.0          19.0       240.0      2.6611
28.0          20.0       120.0      0.9427
28.0          21.0       210.0      5.1002
28.0          22.0         0.0      2.9658
28.0          23.0       120.0      4.3684
28.0          24.0       240.0      2.5799
28.0          25.0       210.0      7.7485
28.0          26.0       120.0       3.684
28.0          27.0       210.0      1.1006
28.0          28.0       120.0      2.7026
28.0          29.0       210.0      2.8754
28.0          30.0         0.0      2.6611
28.0          31.0       180.0       7.171
28.0          32.0       210.0      1.3461
28.0          33.0       180.0      7.0608
28.0          34.0       210.0      2.7448
28.0          35.0       180.0      7.3966
28.0          36.0       240.0      2.9658
28.0          37.0       210.0      2.7448
28.0          38.0       210.0      2.6611
28.0          39.0       240.0      2.4628
28.0          40.0         0.0      2.6611
28.0          41.0       150.0        4.17
28.0          42.0       210.0      2.9202
28.0          43.0       210.0       1.305
28.0          44.0        30.0      2.7876
28.0          45.0       180.0      2.6611
28.0          46.0       330.0      2.0136
28.0          47.0       210.0      3.7415
28.0          48.0       180.0       7.171
28.0          49.0       240.0      2.2792
28.0          50.0       210.0      5.3428
28.0          51.0       180.0      6.5346
28.0          52.0       210.0      5.1002
28.0          53.0       210.0      2.6202
28.0          54.0       180.0       5.773
28.0          55.0       180.0      6.3353
28.0          56.0       330.0      6.7402
28.0          57.0         0.0      2.6202
28.0          58.0       150.0      1.9522
28.0          59.0       180.0      6.2379
28.0          60.0       180.0      6.0476
28.0          61.0       330.0      6.7402
28.0          62.0       180.0      6.5346
28.0          63.0       180.0      6.7402
28.0          64.0       210.0      5.6843
28.0          65.0       180.0      6.8454
28.0          66.0       330.0      5.6843
28.0          67.0       330.0      7.0608
28.0          68.0       330.0      5.5109
28.0          69.0       150.0      3.7999
28.0          70.0       180.0       6.142
28.0          71.0       180.0       7.283
28.0          72.0       330.0      3.0591
28.0          73.0       180.0      6.6366
28.0          74.0       180.0      6.8454
28.0          75.0       180.0      6.2379
28.0          76.0       330.0      7.5121
28.0          77.0       210.0      5.1002
28.0          78.0       180.0      6.6366
28.0          79.0       180.0       7.283
28.0          80.0       210.0      5.1798
28.0          81.0       180.0      6.8454
28.0          82.0       150.0       10.24
28.0          83.0       150.0       10.24
28.0          84.0       150.0       10.24
28.0          85.0       150.0       10.24
28.0          86.0       330.0       7.283
28.0          87.0       210.0      5.9547
28.0          88.0       180.0      7.3966
28.0          89.0       210.0      5.3428
28.0          90.0       180.0       7.283
28.0          91.0       120.0      3.7415
28.0          92.0       150.0       10.24
28.0          93.0       210.0      5.1002
28.0          94.0        60.0      3.7999
28.0          95.0        90.0      3.6274
28.0          96.0        90.0      1.9222
28.0          97.0       180.0      7.6294
28.0          98.0       120.0      3.6274
28.0          99.0       210.0      3.9807
28.0         100.0       180.0      7.3966
28.0         101.0        60.0      2.7876
28.0         102.0       210.0      5.5109
28.0         103.0        60.0      3.0591
28.0         104.0       150.0       10.24
28.0         105.0       150.0       10.24
28.0         106.0       150.0       10.24
28.0         107.0       180.0      7.0608
28.0         108.0         0.0      1.8926
28.0         109.0       330.0      7.8694
28.0         110.0       300.0       10.24
28.0         111.0       180.0      7.5121
28.0         112.0       150.0       10.24
28.0         113.0       240.0      6.6366
28.0         114.0       150.0       10.24
28.0         115.0       180.0      7.6294
28.0         116.0       150.0       10.24
28.0         117.0       240.0      5.3428
28.0         118.0       210.0      6.7402
28.0         119.0        60.0      8.2437
29.0           0.0       180.0      5.0218
29.0           1.0         0.0      3.5168
29.0           2.0         0.0      0.9139
29.0           3.0         0.0      3.3055
29.0           4.0       180.0      5.1002
29.0           5.0       240.0      3.5716
29.0           6.0       300.0      2.5012
29.0           7.0       300.0      2.3509
29.0           8.0       330.0      2.7026
29.0           9.0       300.0      2.5799
29.0          10.0       120.0      2.5403
29.0          11.0       120.0      2.6202
29.0          12.0       330.0      2.8312
29.0          13.0        30.0      2.2792
29.0          14.0       270.0      1.3461
29.0          15.0       330.0      3.0591
29.0          16.0       120.0       1.305
29.0          17.0       240.0      3.8593
29.0          18.0       240.0      2.5403
29.0          19.0       330.0      2.7026
29.0          20.0       330.0      3.1554
29.0          21.0       300.0       2.045
29.0          22.0       330.0      2.5799
29.0          23.0       120.0      4.9446
29.0          24.0       210.0      2.9202
29.0          25.0       150.0      5.1002
29.0          26.0         0.0      2.7448
29.0          27.0       330.0      3.5716
29.0          28.0       240.0      1.4772
29.0          29.0       210.0       1.305
29.0          30.0       180.0      1.9522
29.0          31.0       210.0        0.64
29.0          32.0       240.0      3.0121
29.0          33.0        30.0      2.1757
29.0          34.0       210.0      2.6202
29.0          35.0       210.0      1.2652
29.0          36.0       210.0      2.7448
